"jdn"	"julian_year"	"julian_month"	"julian_day"	"month_number"	"month_name"	"month_days"	"new_moon"	"diff"
1595342	-345	10	23	8	"Arahsamnu"	29	1595339.7852882058	2.2147117941640317
1595372	-345	11	22	9	"Kislimu"	30	1595369.4891711173	2.5108288826886564
1595402	-345	12	22	10	"Tebetu"	30	1595399.285577821	2.7144221789203584
1595431	-344	1	20	11	"Shabatu"	29	1595429.1042607157	1.8957392843440175
1595461	-344	2	19	12	"Addaru"	30	1595458.8593614113	2.1406385886948556
1595491	-344	3	20	13	"Addaru₂"	30	1595488.4945818244	2.5054181755986065
1595520	-344	4	18	1	"Nisanu"	29	1595518.0020731376	1.9979268624447286
1595549	-344	5	17	2	"Aiaru"	29	1595547.4080706402	1.5919293598271906
1595579	-344	6	16	3	"Simanu"	30	1595576.7505723038	2.249427696224302
1595608	-344	7	15	4	"Duzu"	29	1595606.0662078694	1.9337921305559576
1595638	-344	8	14	5	"Abu"	30	1595635.3878894108	2.6121105891652405
1595667	-344	9	12	6	"Ululu"	29	1595664.7480637997	2.251936200307682
1595697	-344	10	12	7	"Tashritu"	30	1595694.1806026318	2.8193973682355136
1595726	-344	11	10	8	"Arahsamnu"	29	1595723.714947818	2.2850521819200367
1595756	-344	12	10	9	"Kislimu"	30	1595753.36067587	2.639324130024761
1595785	-343	1	8	10	"Tebetu"	29	1595783.0923042246	1.907695775385946
1595814	-343	2	6	11	"Shabatu"	29	1595812.8536033067	1.1463966933079064
1595844	-343	3	8	12	"Addaru"	30	1595842.584166819	1.4158331810031086
1595874	-343	4	7	1	"Nisanu"	30	1595872.2435306609	1.756469339132309
1595903	-343	5	6	2	"Aiaru"	29	1595901.8154842276	1.1845157723873854
1595933	-343	6	5	3	"Simanu"	30	1595931.3010895436	1.6989104563836008
1595962	-343	7	4	4	"Duzu"	29	1595960.713540558	1.2864594419952482
1595992	-343	8	3	5	"Abu"	30	1595990.0773078774	1.922692122636363
1596022	-343	9	2	6	"Ululu"	30	1596019.4268551895	2.573144810507074
1596051	-343	10	1	7	"Tashritu"	29	1596048.8008286543	2.199171345680952
1596081	-343	10	31	8	"Arahsamnu"	30	1596078.2318078142	2.768192185787484
1596110	-343	11	29	9	"Kislimu"	29	1596107.7358268253	2.2641731747426093
1596140	-343	12	29	10	"Tebetu"	30	1596137.308841903	2.691158097004518
1596169	-342	1	27	11	"Shabatu"	29	1596166.9341319678	2.0658680321648717
1596198	-342	2	25	12	"Addaru"	29	1596196.5930289272	1.4069710727781057
1596228	-342	3	27	1	"Nisanu"	30	1596226.266986649	1.733013350982219
1596258	-342	4	26	2	"Aiaru"	30	1596255.931995531	2.068004468921572
1596287	-342	5	25	3	"Simanu"	29	1596285.5578623891	1.4421376108657569
1596317	-342	6	24	4	"Duzu"	30	1596315.1190629527	1.880937047302723
1596346	-342	7	23	5	"Abu"	29	1596344.6092587984	1.390741201583296
1596376	-342	8	22	6	"Ululu"	30	1596374.046264171	1.9537358290981501
1596406	-342	9	21	7	"Tashritu"	30	1596403.4629071774	2.5370928226038814
1596435	-342	10	20	8	"Arahsamnu"	29	1596432.8897597503	2.1102402496617287
1596465	-342	11	19	9	"Kislimu"	30	1596462.3408387778	2.659161222167313
1596494	-342	12	18	10	"Tebetu"	29	1596491.8133748034	2.18662519659847
1596523	-341	1	16	11	"Shabatu"	29	1596521.3024862104	1.6975137896370143
1596553	-341	2	15	12	"Addaru"	30	1596550.8150115148	2.184988485183567
1596582	-341	3	16	13	"Addaru₂"	29	1596580.366642286	1.6333577139303088
1596612	-341	4	15	1	"Nisanu"	30	1596609.965495535	2.0345044650603086
1596641	-341	5	14	2	"Aiaru"	29	1596639.599102919	1.4008970810100436
1596671	-341	6	13	3	"Simanu"	30	1596669.2380585624	1.7619414376094937
1596701	-341	7	13	4	"Duzu"	30	1596698.8534294942	2.1465705058071762
1596730	-341	8	11	5	"Abu"	29	1596728.4319322354	1.5680677646305412
1596760	-341	9	10	6	"Ululu"	30	1596757.9767517229	2.0232482771389186
1596789	-341	10	9	7	"Tashritu"	29	1596787.4963237445	1.5036762554664165
1596819	-341	11	8	8	"Arahsamnu"	30	1596816.9928521197	2.007147880271077
1596848	-341	12	7	9	"Kislimu"	29	1596846.461569372	1.538430627901107
1596878	-340	1	6	10	"Tebetu"	30	1596875.901051068	2.0989489320199937
1596907	-340	2	4	11	"Shabatu"	29	1596905.3229863865	1.6770136135164648
1596937	-340	3	5	12	"Addaru"	30	1596934.7511237836	2.248876216355711
1596966	-340	4	3	1	"Nisanu"	29	1596964.2108405747	1.7891594253014773
1596996	-340	5	3	2	"Aiaru"	30	1596993.7185833245	2.28141667554155
1597026	-340	6	2	3	"Simanu"	30	1597023.2786828098	2.7213171902112663
1597055	-340	7	1	4	"Duzu"	29	1597052.886978888	2.113021112047136
1597085	-340	7	31	5	"Abu"	30	1597082.5342375182	2.4657624817918986
1597114	-340	8	29	6	"Ululu"	29	1597112.2042705948	1.795729405246675
1597144	-340	9	28	7	"Tashritu"	30	1597141.8701471044	2.1298528956249356
1597173	-340	10	27	8	"Arahsamnu"	29	1597171.497900396	1.5020996041130275
1597203	-340	11	26	9	"Kislimu"	30	1597201.0606079574	1.9393920425791293
1597232	-340	12	25	10	"Tebetu"	29	1597230.5511719813	1.4488280187360942
1597262	-339	1	24	11	"Shabatu"	30	1597259.9815753154	2.0184246846474707
1597291	-339	2	22	12	"Addaru"	29	1597289.3727260614	1.6272739386186004
1597321	-339	3	24	13	"Addaru₂"	30	1597318.7465176864	2.2534823135938495
1597350	-339	4	22	1	"Nisanu"	29	1597348.1249785088	1.8750214911997318
1597380	-339	5	22	2	"Aiaru"	30	1597377.5335900479	2.4664099521469325
1597409	-339	6	20	3	"Simanu"	29	1597407.0024602464	1.9975397535599768
1597439	-339	7	20	4	"Duzu"	30	1597436.559956381	2.440043618902564
1597468	-339	8	18	5	"Abu"	29	1597466.2177278763	1.7822721237316728
1597498	-339	9	17	6	"Ululu"	30	1597495.9541378403	2.045862159691751
1597528	-339	10	17	7	"Tashritu"	30	1597525.7130402743	2.2869597256649286
1597557	-339	11	15	8	"Arahsamnu"	29	1597555.4291900466	1.570809953380376
1597587	-339	12	15	9	"Kislimu"	30	1597585.0610285217	1.938971478259191
1597616	-338	1	13	10	"Tebetu"	29	1597614.599554446	1.4004455539397895
1597646	-338	2	12	11	"Shabatu"	30	1597644.0538918616	1.9461081384215504
1597675	-338	3	13	12	"Addaru"	29	1597673.437852103	1.562147896969691
1597705	-338	4	12	1	"Nisanu"	30	1597702.7696760732	2.23032392677851
1597734	-338	5	11	2	"Aiaru"	29	1597732.0783887054	1.9216112946160138
1597764	-338	6	10	3	"Simanu"	30	1597761.4063312593	2.593668740708381
1597793	-338	7	9	4	"Duzu"	29	1597790.8034521758	2.1965478241909295
1597823	-338	8	8	5	"Abu"	30	1597820.3133795671	2.686620432883501
1597853	-338	9	7	6	"Ululu"	30	1597849.9540509582	3.0459490418434143
1597882	-338	10	6	7	"Tashritu"	29	1597879.7028268469	2.297173153143376
1597912	-338	11	5	8	"Arahsamnu"	30	1597909.5016672914	2.498332708608359
1597941	-338	12	4	9	"Kislimu"	29	1597939.2830639253	1.7169360746629536
1597971	-337	1	3	10	"Tebetu"	30	1597968.993826362	2.006173637928441
1598000	-337	2	1	11	"Shabatu"	29	1597998.601489458	1.3985105419997126
1598029	-337	3	2	12	"Addaru"	29	1598028.0931159123	0.9068840877152979
1598059	-337	4	1	1	"Nisanu"	30	1598057.4766810974	1.5233189025893807
1598089	-337	5	1	2	"Aiaru"	30	1598086.7814944275	2.218505572527647
1598118	-337	5	30	3	"Simanu"	29	1598116.0530649868	1.9469350131694227
1598148	-337	6	29	4	"Duzu"	30	1598145.344153903	2.6558460970409214
1598177	-337	7	28	5	"Abu"	29	1598174.7048270414	2.2951729586347938
1598207	-337	8	27	6	"Ululu"	30	1598204.1725571929	2.8274428071454167
1598236	-337	9	25	7	"Tashritu"	29	1598233.7641072199	2.235892780125141
1598266	-337	10	25	8	"Arahsamnu"	30	1598263.4718387483	2.528161251684651
1598295	-337	11	23	9	"Kislimu"	29	1598293.2636499917	1.7363500082865357
1598325	-337	12	23	10	"Tebetu"	30	1598323.0837153674	1.9162846326362342
1598354	-336	1	21	11	"Shabatu"	29	1598352.8597944751	1.1402055248618126
1598384	-336	2	20	12	"Addaru"	30	1598382.5265175481	1.4734824518673122
1598413	-336	3	20	13	"Addaru₂"	29	1598412.0535682244	0.9464317755773664
1598443	-336	4	19	1	"Nisanu"	30	1598441.4539521807	1.5460478193126619
1598472	-336	5	18	2	"Aiaru"	29	1598470.7697201213	1.2302798787131906
1598502	-336	6	17	3	"Simanu"	30	1598500.0521246349	1.9478753651492298
1598532	-336	7	17	4	"Duzu"	30	1598529.3480554102	2.6519445898011327
1598561	-336	8	15	5	"Abu"	29	1598558.6946867027	2.3053132973145694
1598591	-336	9	14	6	"Ululu"	30	1598588.1205472255	2.879452774534002
1598620	-336	10	13	7	"Tashritu"	29	1598617.6487262447	2.3512737553101033
1598650	-336	11	12	8	"Arahsamnu"	30	1598647.2940499973	2.7059500026516616
1598679	-336	12	11	9	"Kislimu"	29	1598677.0479236129	1.9520763871259987
1598709	-335	1	10	10	"Tebetu"	30	1598706.860963024	2.1390369760338217
1598738	-335	2	8	11	"Shabatu"	29	1598736.6512393656	1.3487606344278902
1598768	-335	3	10	12	"Addaru"	30	1598766.3449903182	1.6550096818245947
1598798	-335	4	9	1	"Nisanu"	30	1598795.9116543124	2.088345687603578
1598827	-335	5	8	2	"Aiaru"	29	1598825.3637171742	1.6362828258424997
1598856	-335	6	6	3	"Simanu"	29	1598854.7355939376	1.2644060624297708
1598886	-335	7	6	4	"Duzu"	30	1598884.0651706778	1.934829322155565
1598916	-335	8	5	5	"Abu"	30	1598913.386346154	2.6136538460850716
1598945	-335	9	3	6	"Ululu"	29	1598942.7301442816	2.269855718361214
1598975	-335	10	3	7	"Tashritu"	30	1598972.1282169095	2.871783090522513
1599004	-335	11	1	8	"Arahsamnu"	29	1599001.6117907357	2.3882092642597854
1599034	-335	12	1	9	"Kislimu"	30	1599031.2011881783	2.79881182173267
1599063	-335	12	30	10	"Tebetu"	29	1599060.8891420607	2.110857939347625
1599093	-334	1	29	11	"Shabatu"	30	1599090.6339458858	2.3660541141871363
1599122	-334	2	27	12	"Addaru"	29	1599120.376358171	1.6236418290063739
1599152	-334	3	29	1	"Nisanu"	30	1599150.0671414593	1.9328585406765342
1599181	-334	4	27	2	"Aiaru"	29	1599179.6803805877	1.3196194123011082
1599211	-334	5	27	3	"Simanu"	30	1599209.209908444	1.790091556031257
1599240	-334	6	25	4	"Duzu"	29	1599238.6624584547	1.3375415452755988
1599270	-334	7	25	5	"Abu"	30	1599268.05542781	1.9445721900556237
1599300	-334	8	24	6	"Ululu"	30	1599297.4169514673	2.58304853271693
1599329	-334	9	22	7	"Tashritu"	29	1599326.7828886453	2.2171113546937704
1599359	-334	10	22	8	"Arahsamnu"	30	1599356.1884819462	2.811518053757027
1599388	-334	11	20	9	"Kislimu"	29	1599385.6572715738	2.3427284262143075
1599418	-334	12	20	10	"Tebetu"	30	1599415.1937662177	2.8062337823212147
1599447	-333	1	18	11	"Shabatu"	29	1599444.7863957877	2.2136042122729123
1599477	-333	2	17	12	"Addaru"	30	1599474.4185023543	2.5814976457040757
1599506	-333	3	18	13	"Addaru₂"	29	1599504.0751231145	1.9248768854886293
1599536	-333	4	17	1	"Nisanu"	30	1599533.7390774153	2.260922584682703
1599565	-333	5	16	2	"Aiaru"	29	1599563.385159893	1.6148401070386171
1599595	-333	6	15	3	"Simanu"	30	1599592.9843366398	2.015663360245526
1599624	-333	7	14	4	"Duzu"	29	1599622.5179096581	1.4820903418585658
1599654	-333	8	13	5	"Abu"	30	1599651.9894675133	2.010532486718148
1599683	-333	9	11	6	"Ululu"	29	1599681.4236804596	1.5763195403851569
1599713	-333	10	11	7	"Tashritu"	30	1599710.8522853116	2.1477146884426475
1599743	-333	11	10	8	"Arahsamnu"	30	1599740.2966739228	2.7033260772004724
1599772	-333	12	9	9	"Kislimu"	29	1599769.759856123	2.2401438769884408
1599802	-332	1	8	10	"Tebetu"	30	1599799.2353948415	2.7646051584742963
1599831	-332	2	6	11	"Shabatu"	29	1599828.7244723842	2.2755276157986373
1599860	-332	3	6	12	"Addaru"	29	1599858.2419228198	1.7580771802458912
1599890	-332	4	5	1	"Nisanu"	30	1599887.804633102	2.195366898085922
1599919	-332	5	4	2	"Aiaru"	29	1599917.4143404088	1.585659591248259
1599949	-332	6	3	3	"Simanu"	30	1599947.051259121	1.948740879073739
1599979	-332	7	3	4	"Duzu"	30	1599976.6847874182	2.3152125817723572
1600008	-332	8	1	5	"Abu"	29	1600006.2915673035	1.7084326965268701
1600038	-332	8	31	6	"Ululu"	30	1600035.8648436246	2.1351563753560185
1600067	-332	9	29	7	"Tashritu"	29	1600065.409103398	1.5908966020215303
1600097	-332	10	29	8	"Arahsamnu"	30	1600094.9276613558	2.0723386441823095
1600126	-332	11	27	9	"Kislimu"	29	1600124.416184045	1.5838159550912678
1600156	-332	12	27	10	"Tebetu"	30	1600153.869042601	2.1309573990292847
1600185	-331	1	25	11	"Shabatu"	29	1600183.2912856676	1.7087143324315548
1600215	-331	2	24	12	"Addaru"	30	1600212.7030636284	2.29693637159653
1600244	-331	3	25	1	"Nisanu"	29	1600242.1324743987	1.8675256012938917
1600274	-331	4	24	2	"Aiaru"	30	1600271.603680092	2.396319908089936
1600303	-331	5	23	3	"Simanu"	29	1600301.1293745986	1.8706254013814032
1600333	-331	6	22	4	"Duzu"	30	1600330.7111108485	2.288889151532203
1600363	-331	7	22	5	"Abu"	30	1600360.3431755127	2.656824487261474
1600392	-331	8	20	6	"Ululu"	29	1600390.0130671486	1.9869328513741493
1600422	-331	9	19	7	"Ululu₂"	30	1600419.6974142566	2.302585743367672
1600451	-331	10	18	8	"Tashritu"	29	1600449.3610557232	1.6389442768413574
1600481	-331	11	17	9	"Arahsamnu"	30	1600478.9677976768	2.032202323200181
1600511	-331	12	17	10	"Kislimu"	30	1600508.4975580755	2.5024419245310128
1600540	-330	1	15	11	"Tebetu"	29	1600537.9535577877	2.0464422123041004
1600569	-330	2	13	12	"Shabatu"	29	1600567.3549004071	1.645099592860788
1600599	-330	3	15	13	"Addaru"	30	1600596.725535659	2.274464341113344
1600628	-330	4	13	1	"Nisanu"	29	1600626.0892060993	1.9107939007226378
1600658	-330	5	13	2	"Aiaru"	30	1600655.47097681	2.5290231900289655
1600687	-330	6	11	3	"Simanu"	29	1600684.9002055614	2.099794438574463
1600717	-330	7	11	4	"Duzu"	30	1600714.40857741	2.5914225899614394
1600746	-330	8	9	5	"Abu"	29	1600744.0192098606	1.9807901394087821
1600776	-330	9	8	6	"Ululu"	30	1600773.7287613675	2.2712386325001717
1600806	-330	10	8	7	"Tashritu"	30	1600803.4951825999	2.5048174001276493
1600835	-330	11	6	8	"Arahsamnu"	29	1600833.2500418103	1.7499581896699965
1600865	-330	12	6	9	"Kislimu"	30	1600862.933624774	2.066375226015225
1600894	-329	1	4	10	"Tebetu"	29	1600892.5199129186	1.4800870814360678
1600923	-329	2	2	11	"Shabatu"	29	1600922.0115707591	0.9884292408823967
1600953	-329	3	4	12	"Addaru"	30	1600951.422573221	1.5774267790839076
1600983	-329	4	3	1	"Nisanu"	30	1600980.770424759	2.229575240984559
1601012	-329	5	2	2	"Aiaru"	29	1601010.079780713	1.9202192870434374
1601042	-329	6	1	3	"Simanu"	30	1601039.387474751	2.612525248900056
1601071	-329	6	30	4	"Duzu"	29	1601068.7413218156	2.2586781843565404
1601101	-329	7	30	5	"Abu"	30	1601098.190599263	2.8094007370527834
1601130	-329	8	28	6	"Ululu"	29	1601127.7688284174	2.2311715825926512
1601160	-329	9	27	7	"Tashritu"	30	1601157.47430738	2.525692620081827
1601189	-329	10	26	8	"Arahsamnu"	29	1601187.2630941481	1.73690585186705
1601219	-329	11	25	9	"Kislimu"	30	1601217.0665843661	1.9334156338591129
1601248	-329	12	24	10	"Tebetu"	29	1601246.8207812668	1.1792187332175672
1601278	-328	1	23	11	"Shabatu"	30	1601276.482291941	1.5177080589346588
1601307	-328	2	21	12	"Addaru"	29	1601306.0290544853	0.9709455147385597
1601337	-328	3	22	13	"Addaru₂"	30	1601335.4597373665	1.5402626334689558
1601367	-328	4	21	1	"Nisanu"	30	1601364.7947820858	2.2052179141901433
1601396	-328	5	20	2	"Aiaru"	29	1601394.0736433975	1.926356602460146
1601425	-328	6	18	3	"Simanu"	29	1601423.347218038	1.6527819619514048
1601455	-328	7	18	4	"Duzu"	30	1601452.6682819072	2.3317180927842855
1601485	-328	8	17	5	"Abu"	30	1601482.0814949274	2.918505072593689
1601514	-328	9	15	6	"Ululu"	29	1601511.6140067207	2.3859932792838663
1601544	-328	10	15	7	"Tashritu"	30	1601541.269415819	2.7305841809138656
1601573	-328	11	13	8	"Arahsamnu"	29	1601571.0266879606	1.9733120393939316
1601603	-328	12	13	9	"Kislimu"	30	1601600.8409675735	2.159032426541671
1601633	-327	1	12	10	"Tebetu"	30	1601630.6463636598	2.353636340238154
1601663	-327	2	11	11	"Shabatu"	30	1601660.3709455738	2.629054426215589
1601692	-327	3	12	12	"Addaru"	29	1601689.9652472693	2.034752730745822
1601722	-327	4	11	1	"Nisanu"	30	1601719.4222403532	2.577759646810591
1601751	-327	5	10	2	"Aiaru"	29	1601748.7726407577	2.227359242271632
1601780	-327	6	8	3	"Simanu"	29	1601778.06577806	1.9342219401150942
1601810	-327	7	8	4	"Duzu"	30	1601807.3521588538	2.6478411462157965
1601839	-327	8	6	5	"Abu"	29	1601836.6738151226	2.326184877427295
1601869	-327	9	5	6	"Ululu"	30	1601866.062187431	2.9378125690855086
1601898	-327	10	4	7	"Tashritu"	29	1601895.5411368255	2.4588631745427847
1601928	-327	11	3	8	"Arahsamnu"	30	1601925.1289237244	2.8710762755945325
1601957	-327	12	2	9	"Kislimu"	29	1601954.8301200843	2.1698799156583846
1601987	-326	1	1	10	"Tebetu"	30	1601984.6171858856	2.382814114447683
1602017	-326	1	31	11	"Shabatu"	30	1602014.4226526564	2.5773473435547203
1602046	-326	3	1	12	"Addaru"	29	1602044.1651703343	1.8348296657204628
1602076	-326	3	31	1	"Nisanu"	30	1602073.792005896	2.207994103897363
1602105	-326	4	29	2	"Aiaru"	29	1602103.2966771093	1.7033228906802833
1602134	-326	5	28	3	"Simanu"	29	1602132.7054299952	1.2945700048003346
1602164	-326	6	27	4	"Duzu"	30	1602162.055826455	1.9441735451109707
1602193	-326	7	26	5	"Abu"	29	1602191.383573717	1.6164262830279768
1602223	-326	8	25	6	"Ululu"	30	1602220.71969688	2.280303119914606
1602253	-326	9	24	7	"Tashritu"	30	1602250.0936155082	2.906384491827339
1602282	-326	10	23	8	"Arahsamnu"	29	1602279.535424419	2.4645755810197443
1602312	-326	11	22	9	"Kislimu"	30	1602309.0709385283	2.929061471717432
1602341	-326	12	21	10	"Tebetu"	29	1602338.7077126415	2.292287358548492
1602371	-325	1	20	11	"Shabatu"	30	1602368.421623561	2.578376438934356
1602400	-325	2	18	12	"Addaru"	29	1602398.1616107791	1.8383892208803445
1602430	-325	3	20	13	"Addaru₂"	30	1602427.8739051754	2.1260948246344924
1602460	-325	4	19	1	"Nisanu"	30	1602457.522938237	2.4770617629401386
1602489	-325	5	18	2	"Aiaru"	29	1602487.0944171413	1.9055828587152064
1602519	-325	6	17	3	"Simanu"	30	1602516.5887604686	2.4112395313568413
1602548	-325	7	16	4	"Duzu"	29	1602546.0167582375	1.9832417625002563
1602577	-325	8	14	5	"Abu"	29	1602575.3995884988	1.6004115012474358
1602607	-325	9	13	6	"Ululu"	30	1602604.7682276475	2.231772352475673
1602636	-325	10	12	7	"Tashritu"	29	1602634.157779815	1.842220185091719
1602666	-325	11	11	8	"Arahsamnu"	30	1602663.5970918685	2.402908131480217
1602695	-325	12	10	9	"Kislimu"	29	1602693.0989501122	1.9010498877614737
1602725	-324	1	9	10	"Tebetu"	30	1602722.6583413028	2.3416586972307414
1602754	-324	2	7	11	"Shabatu"	29	1602752.2611841315	1.738815868506208
1602784	-324	3	8	12	"Addaru"	30	1602781.8944485062	2.105551493819803
1602814	-324	4	7	1	"Nisanu"	30	1602811.5464156033	2.4535843967460096
1602843	-324	5	6	2	"Aiaru"	29	1602841.1991576487	1.8008423512801528
1602872	-324	6	4	3	"Simanu"	29	1602870.825784733	1.1742152669467032
1602902	-324	7	4	4	"Duzu"	30	1602900.399956063	1.600043937098235
1602932	-324	8	3	5	"Abu"	30	1602929.9111772405	2.08882275945507
1602961	-324	9	1	6	"Ululu"	29	1602959.3720583373	1.627941662678495
1602991	-324	10	1	7	"Tashritu"	30	1602988.810733181	2.1892668190412223
1603020	-324	10	30	8	"Arahsamnu"	29	1603018.2536502962	1.746349703753367
1603050	-324	11	29	9	"Kislimu"	30	1603047.711215548	2.288784452015534
1603079	-324	12	28	10	"Tebetu"	29	1603077.1786594582	1.8213405418209732
1603109	-323	1	27	11	"Shabatu"	30	1603106.6518607428	2.34813925717026
1603138	-323	2	25	12	"Addaru"	29	1603136.1408974912	1.8591025087516755
1603168	-323	3	27	1	"Nisanu"	30	1603165.666329084	2.3336709160357714
1603197	-323	4	25	2	"Aiaru"	29	1603195.2423845048	1.7576154952403158
1603227	-323	5	25	3	"Simanu"	30	1603224.8628913239	2.13710867613554
1603256	-323	6	23	4	"Duzu"	29	1603254.5024012767	1.497598723275587
1603286	-323	7	23	5	"Abu"	30	1603284.1316255834	1.868374416604638
1603316	-323	8	22	6	"Ululu"	30	1603313.7331316757	2.2668683242518455
1603345	-323	9	20	7	"Tashritu"	29	1603343.3041758316	1.695824168389663
1603375	-323	10	20	8	"Arahsamnu"	30	1603372.8470596005	2.152940399479121
1603404	-323	11	18	9	"Kislimu"	29	1603402.358711384	1.641288615996018
1603434	-323	12	18	10	"Tebetu"	30	1603431.831246852	2.1687531480565667
1603463	-322	1	16	11	"Shabatu"	29	1603461.2631386411	1.7368613588623703
1603493	-322	2	15	12	"Addaru"	30	1603490.6683984562	2.331601543817669
1603522	-322	3	16	13	"Addaru₂"	29	1603520.0743420012	1.9256579987704754
1603552	-322	4	15	1	"Nisanu"	30	1603549.5106621115	2.489337888546288
1603581	-322	5	14	2	"Aiaru"	29	1603578.9987421809	2.001257819123566
1603611	-322	6	13	3	"Simanu"	30	1603608.5476661166	2.45233388338238
1603640	-322	7	12	4	"Duzu"	29	1603638.1564367998	1.8435632002074271
1603670	-322	8	11	5	"Abu"	30	1603667.8163064471	2.1836935528554022
1603700	-322	9	10	6	"Ululu"	30	1603697.5083364933	2.491663506720215
1603729	-322	10	9	7	"Tashritu"	29	1603727.1997160916	1.8002839083783329
1603759	-322	11	8	8	"Arahsamnu"	30	1603756.8490963443	2.150903655681759
1603788	-322	12	7	9	"Kislimu"	29	1603786.423829915	1.5761700849980116
1603818	-321	1	6	10	"Tebetu"	30	1603815.9148803768	2.0851196232251823
1603847	-321	2	4	11	"Shabatu"	29	1603845.335720207	1.6642797929234803
1603877	-321	3	6	12	"Addaru"	30	1603874.7106755404	2.28932445961982
1603906	-321	4	4	1	"Nisanu"	29	1603904.0656803534	1.934319646563381
1603936	-321	5	4	2	"Aiaru"	30	1603933.4265243225	2.5734756775200367
1603965	-321	6	2	3	"Simanu"	29	1603962.821688504	2.178311496041715
1603995	-321	7	2	4	"Duzu"	30	1603992.283573379	2.716426620958373
1604024	-321	7	31	5	"Abu"	29	1604021.8423777185	2.157622281461954
1604054	-321	8	30	6	"Ululu"	30	1604051.5106367632	2.4893632368184626
1604083	-321	9	28	7	"Tashritu"	29	1604081.2650644565	1.734935543499887
1604113	-321	10	28	8	"Arahsamnu"	30	1604111.0443420468	1.955657953163609
1604142	-321	11	26	9	"Kislimu"	29	1604140.7765695476	1.2234304524026811
1604172	-321	12	26	10	"Tebetu"	30	1604170.4156944798	1.584305520169437
1604201	-320	1	24	11	"Shabatu"	29	1604199.9519090573	1.0480909426696599
1604231	-320	2	23	12	"Addaru"	30	1604229.3965198416	1.6034801583737135
1604260	-320	3	23	13	"Addaru₂"	29	1604258.767143448	1.2328565518837422
1604290	-320	4	22	1	"Nisanu"	30	1604288.0858087058	1.914191294228658
1604319	-320	5	21	2	"Aiaru"	29	1604317.3840909293	1.6159090707078576
1604349	-320	6	20	3	"Simanu"	30	1604346.705568238	2.2944317620713264
1604379	-320	7	20	4	"Duzu"	30	1604376.1008321973	2.8991678026504815
1604408	-320	8	18	5	"Abu"	29	1604405.6140690858	2.3859309141989797
1604438	-320	9	17	6	"Ululu"	30	1604435.263191869	2.7368081309832633
1604467	-320	10	16	7	"Tashritu"	29	1604465.0238086353	1.9761913646943867
1604497	-320	11	15	8	"Arahsamnu"	30	1604494.8342370968	2.1657629031687975
1604526	-320	12	14	9	"Kislimu"	29	1604524.6230852897	1.3769147102721035
1604556	-319	1	13	10	"Tebetu"	30	1604554.3349772545	1.665022745495662
1604585	-319	2	11	11	"Shabatu"	29	1604583.9377844317	1.0622155682649463
1604615	-319	3	13	12	"Addaru"	30	1604613.420998301	1.5790016991086304
1604645	-319	4	12	1	"Nisanu"	30	1604642.7957177055	2.2042822944931686
1604674	-319	5	11	2	"Aiaru"	29	1604672.0937207798	1.9062792202457786
1604703	-319	6	9	3	"Simanu"	29	1604701.3618932604	1.6381067396141589
1604733	-319	7	9	4	"Duzu"	30	1604730.6534970254	2.346502974629402
1604763	-319	8	8	5	"Abu"	30	1604760.018397612	2.981602387968451
1604792	-319	9	6	6	"Ululu"	29	1604789.4930230249	2.5069769751280546
1604822	-319	10	6	7	"Tashritu"	30	1604819.0920994298	2.9079005701933056
1604851	-319	11	4	8	"Arahsamnu"	29	1604848.8054244656	2.194575534434989
1604881	-319	12	4	9	"Kislimu"	30	1604878.5988248356	2.4011751643847674
1604910	-318	1	2	10	"Tebetu"	29	1604908.4157681428	1.5842318572103977
1604940	-318	2	1	11	"Shabatu"	30	1604938.1850633237	1.8149366762954742
1604969	-318	3	2	12	"Addaru"	29	1604967.8437937293	1.1562062706798315
1604999	-318	4	1	1	"Nisanu"	30	1604997.3641095266	1.6358904733788222
1605028	-318	4	30	2	"Aiaru"	29	1605026.7605700013	1.239429998677224
1605058	-318	5	30	3	"Simanu"	30	1605056.076059233	1.9239407670684159
1605087	-318	6	28	4	"Duzu"	29	1605085.3622950308	1.6377049691509455
1605117	-318	7	28	5	"Abu"	30	1605114.6660299061	2.33397009386681
1605147	-318	8	27	6	"Ululu"	30	1605144.0230878764	2.976912123616785
1605176	-318	9	25	7	"Tashritu"	29	1605173.459196887	2.5408031130209565
1605206	-318	10	25	8	"Arahsamnu"	30	1605202.9938837346	3.0061162654310465
1605235	-318	11	23	9	"Kislimu"	29	1605232.6389993192	2.3610006808303297
1605265	-318	12	23	10	"Tebetu"	30	1605262.3849343678	2.615065632155165
1605294	-317	1	21	11	"Shabatu"	29	1605292.184293672	1.815706328023225
1605323	-317	2	19	12	"Addaru"	29	1605321.9598069414	1.0401930585503578
1605353	-317	3	21	13	"Addaru₂"	30	1605351.6424745305	1.3575254695024341
1605383	-317	4	20	1	"Nisanu"	30	1605381.2041308868	1.7958691131789237
1605412	-317	5	19	2	"Aiaru"	29	1605410.657493325	1.3425066750496626
1605442	-317	6	18	3	"Simanu"	30	1605440.0363637104	1.963636289583519
1605471	-317	7	17	4	"Duzu"	29	1605469.377648826	1.6223511740099639
1605501	-317	8	16	5	"Abu"	30	1605498.713554842	2.2864451580680907
1605531	-317	9	15	6	"Ululu"	30	1605528.0723632684	2.9276367316488177
1605560	-317	10	14	7	"Tashritu"	29	1605557.482118363	2.5178816369734704
